Name,Aired Date,Year of release,Original Network,Aired On,Number of Episodes,Duration,Content Rating,Rating,Synopsis,Genre,Tags,Director,Screenwriter,Cast,Production companies,Rank
Tree With Deep Roots,"Oct 5, 2011 - Dec 22, 2011",2011,SBS,"Wednesday, Thursday",24.0,1 hr. 9 min.,15+ - Teens 15 or older,8.3,"early in his reign  king se jong accidentally causes the death of his in-laws and their slaves in an attempt to save them from his brutal father  king tae jong. two young slaves  ddol bok and his friend dam survive but neither knows the other has. ddol bok blames the king and vows to kill him to avenge the deaths of everyone he loved. he spends several years becoming a great warrior. dam  who has a photographic memory  becomes a court lady called so yi  but she feels so guilty about her role in the other slaves' deaths that she is mute. ddol bok returns to the palace under the name of kang chae yoon in order to kill the king. however  he becomes embroiled in the mystery surrounding the deaths of several hall of worthies scholars. the deaths were caused by a secret society called ""hidden root "" which was created long ago by followers of jeong do jeon  with the goal of giving more power to ministers and less to the king. king tae jong killed jeong do jeon and all of his family except his nephew  jeong gi joon  who is now the leader of hidden root and lives in disguise not far from king se jong.",historical  mystery  political,"Sejong The Great, Joseon Dynasty, Sword-fight, Revenge, Murder, Martial Arts, Royalty, Secret Organization, Death, Adapted From A Novel","Jang Tae Yoo, Shin Kyung Soo","Kim Young Hyun, Park Sang Yeon","Han Seok Kyu, Jang Hyuk, Shin Se Kyung, Jo Jin Woong, Park Hyuk Kwon, Hyun Woo",iHQ,#232
49 Days,"Mar 16, 2011 - May 19, 2011",2011,SBS,"Wednesday, Thursday",20.0,1 hr. 10 min.,15+ - Teens 15 or older,8.3,shin ji hyun was enjoying absolute bliss as she was about to marry her fiancé  kang min ho  but her perfect life is shattered when she gets into a car accident that leaves her in a coma. she is given a second chance at life by a person called the scheduler  but it comes with a condition: she has to find three people outside of her family who would cry genuine tears for her. in order to do this  she borrows the body of yi kyung  a part-time employee at a convenience store for 49 days.,romance  drama  melodrama  supernatural,"Coma, Second Chance, Death, Car Accident, Naive Female Lead, Flashback To Past, Depression, Tragic Past, Multiple Mains, Fate","Jo Young Kwang, Park Yong Soon",So Hyun Kyung,"Lee Yo Won, Nam Gyu Ri, Jung Il Woo, Jo Hyun Jae, Bae Soo Bin, Seo Ji Hye",HB Entertainment,#233
D-Day,"Sep 18, 2015 - Nov 21, 2015",2015,jTBC,"Friday, Saturday",20.0,1 hr. 5 min.,15+ - Teens 15 or older,8.3,an unprecedented 6.5-magnitude earthquake has struck seoul  destroying roads and buildings  and preventing ambulances from reaching victims. woefully unprepared for such a massive disaster  korea can only watch the desperate situation and listen to the pleading cries for help. hae sung  a competent surgeon  can’t resist doing everything he can to help the injured people during the emergency. this upsets his hospital and they put him on a blacklist  as his benevolent help is against the hospital's profit. ddol mi  beautiful and ambitious  chased money and fame as a doctor  but now wants to become a truly compassionate doctor after meeting hae sung. woo jin has been building a successful career as korea’s rising doctor  but secretly  he truly cares about being a genuine doctor  saving the lives of the sick. these three characters team up to rush into emergencies  holding onto hope in the most desperate situations  and taking all sorts of risks for the sake of saving lives.,romance  drama  medical,"Disaster, Survival, Natural Disaster, Teamwork, Greed, Earthquake, Hardworking Male Lead, Secret, Corruption, Death",Jang Yong Woo,Hwang Eun Kyung,"Kim Young Kwang, Jung So Min, Ha Seok Jin, Lee Kyung Young, Kim Hye Eun, Yoon Joo Hee",S.M. Culture & Contents,#234
Awaken,"Nov 30, 2020 - Jan 19, 2021",2020,tvN,"Monday, Tuesday",16.0,1 hr. 10 min.,15+ - Teens 15 or older,8.3,it’s been nearly thirty years since one small village was plagued by a mysterious string of events that shook it to its core. while the events were never fully understood  nor the mystery behind them solved  the stories surrounding the village slowly faded  drifting into obscurity amidst the steady passing of time. but when a new string of mysterious incidents begin to take place  memories long-forgotten begin to resurface  and this time  the villagers' cries for help will not go unheard. a legend among his peers  do jung woo is the leader of one of the national police agency’s special task forces. while his outward appearance likens him more to an unruly child than a legendary officer  his keen insight and quick wit make him more than capable of solving any crime. after reports of numerous mysterious incidents begin to filter in  jung woo springs into action. but this isn’t a mystery he’s allowed to solve on his own. working alongside jung woo  officer gong hye won refuses to let anything stand between her and what she wants. tenacious and hot-tempered  she’s determined to solve every case  by any means necessary  and this case is no exception. joined by jamie  a detective on loan from the fbi  jung woo and hye won set out to unravel the present mysteries of this small village. but they soon realize that the incidents of the present tie strongly to those of the past. will this team of experts be able to solve a case nearly thirty years in the making?,thriller  mystery  crime  fantasy,"Tragic Past, Psychology, Eccentric Male Lead, Special Power, Teamwork, Child Abuse, Hot-tempered Female Lead, Trauma, Strong Male Lead, Orphan Male Lead","Jo Soo Won, Lee Soo Hyun",Shin Yoo Dam,"Namkoong Min, Kim Seol Hyun, Lee Chung Ah, Yoon Sun Woo, Yoon Gyung Ho, Kim Tae Woo","Kim Jong-hak Production, Story Vine Pictures",#235
Oh My Venus,"Nov 16, 2015 - Jan 5, 2016",2015,KBS2,"Monday, Tuesday",16.0,60 min.,13+ - Teens 13 or older,8.3,"kim yeong ho is a personal trainer for hollywood stars. he reluctantly comes back to korea to face his family after a scandal with an actress. even though he comes from a wealthy family background  he suffered a devastating injury during his childhood days. now  he overcomes his problems with living a healthy lifestyle. kang joo eun is a 33-year-old lawyer who was once the beauty of her school  nicknamed ""daegu's venus"". over the years she has become overweight and unhealthy. she gets dumped by her boyfriend of 15 years. kang joo eun meets kim yeong ho  who agrees to be her personal trainer to help her get healthier. as they work on her physical transformation  they both discover they have feelings for each other. as they grow closer  they heal each other's emotional wounds and fall in love.",comedy  law  romance  life,"Weight Loss, Makeover, Cohabitation, Body Image, Bromance, Rich Male Lead, Hidden Identity, Hardworking Male Lead, Hardworking Female Lead, Steamy Kiss","Kim Hyoung Seok, Lee Na Jung",Kim Eun Ji,"So Ji Sub, Shin Min Ah, Jung Gyu Woon, Yoo In Young, Sung Hoon, Henry Lau","Mong-jak-so Company, ONDA Entertainment, KBS Media",#236
Leverage,"Oct 13, 2019 - Dec 8, 2019",2019,TV Chosun,Sunday,16.0,60 min.,15+ - Teens 15 or older,8.3,meet lee tae joon a former insurance claims investigator turned scam strategist.  backed by a group of former criminals  they aim to bring to justice fellow thieves  grifters and con-men world-wide  who  otherwise  would not get their due  through the usual legal channels. those who hide illegal activity behind their reputations and think they are above the law  soon become the target of mastermind lee tae joon and his unusual team of talented experts.,action  mystery  comedy  crime,"Smart Male Lead, Leadership, Friendship, Street Fight, Corruption, Badass Female Lead, Slight Romance, Female Lead Action Scenes, Strong Female Lead, Nice Male Lead",Nam Ki Hoon,Min Ji Hyung,"Lee Dong Gun, Jeon Hye Bin, Kim Sae Ron, Kim Kwon, Yeo Hoe Hyun, Choi Ja Hye","Production H, HIGROUND, Sony Pictures Television",#237
The King's Affection,"Oct 11, 2021 - Dec 14, 2021",2021,"KBS2, Netflix","Monday, Tuesday",20.0,1 hr. 10 min.,15+ - Teens 15 or older,8.3,the story is set during the joseon dynasty  at a time when twins were considered an ominous sign. as a result  when the crown princess consort gives birth to twins  an order is sent to kill the daughter. to save her  she is secretly sent out of the palace. a few years later  the twin daughter dam yi returns to the palace to work as a maid. when the male twin  lee hwi  loses his life through a case of mistaken identity  their mother  having recognised her daughter as court maid dam yi  persuades her to take lee hwi's place. although she distances herself from everybody  dam yi starts developing feelings for jung ji woon  her original first love and later teacher who comes from a noble family.,historical  romance  drama,"Cross-Dressing, Joseon Dynasty, Hidden Identity, Cold Female Lead, Gender Bender, First Love, Royalty, Strong Female Lead, Nice Male Lead, Death","Song Hyun Wook, Lee Hyun Suk",Han Hee Jung,"Park Eun Bin, Rowoon, Nam Yoon Su, Choi Byung Chan, Bae Yoon Kyung, Jung Chae Yeon","Story Hunter Production, Monster Union",#238
A Gentleman's Dignity,"May 26, 2012 - Aug 12, 2012",2012,SBS,"Saturday, Sunday",20.0,1 hr. 5 min.,15+ - Teens 15 or older,8.3,four men in their forties go through love  breakup  success and failure. the story includes the romantic relationship between kim do jin  an architect with a scathing tongue  and strict high school teacher seo yi soo  who moonlights as an umpire at amateur baseball games.,comedy  romance  drama  melodrama,"Adult Romance, Bromance, Friendship, Age Gap [Drama Life], Age Gap [Real Life], Male Centered Plot, Dissociative Amnesia, Independent Female Lead, Mental Illness, Love At First Sight","Kwon Hyuk Chan, Shin Woo Cheol, Kim Jung Hyun",Kim Eun Sook,"Jang Dong Gun, Kim Ha Neul, Kim Soo Ro, Kim Min Jong, Lee Jong Hyuk, Yoon Se Ah","Hwa&Dam Pictures, CJ ENM",#239
Rookie Historian Goo Hae Ryung,"Jul 17, 2019 - Sep 26, 2019",2019,"MBC, Netflix","Wednesday, Thursday",40.0,35 min.,15+ - Teens 15 or older,8.3,the story takes place at the beginning of the 19th century. goo hae ryung is an intern to become a palace historian. however  it was not acceptable for women to write historical records at that time. she takes one step at a time to create her own destiny in joseon  where confucian ideas are deeply rooted. she wants to fulfill her duties as a historian and prove to the world that everyone is equal. along with the fight of the female palace historians  the drama will tell about her romance with prince yi rim who has a secret of his own.,historical  comedy  romance  drama,"Joseon Dynasty, Sismance, Strong Female Lead, Nice Male Lead, Hardworking Female Lead, Calm Female Lead, Power Struggle, Conspiracy, Social Problems, Hidden Past","Kang Il Soo, Han Hyun Hee",Kim Ho Soo,"Shin Se Kyung, Cha Eun Woo, Lee Ji Hoon, Park Ki Woong, Lee Ye Rim, Park Ji Hyun",Chorokbaem Media,#240
Coffee Prince,"Jul 2, 2007 - Aug 28, 2007",2007,MBC,"Monday, Tuesday",17.0,60 min.,15+ - Teens 15 or older,8.3,"choi han gyul is the grandson of chairwoman bang of dong-in foods  a company that has a thriving coffee business. he has never had a job and does not care for responsibility. han gyul is hung up on his first love  han yoo joo  who only sees him as a friend. go eun chan is a 24-year-old tomboy who is often mistaken for a guy. her father died when she was 16 years old and since then she has taken over as the breadwinner in her family. when han gyul and eun chan meet  he  not knowing that she is a girl  decides to hire her to pretend to be his gay lover so that he can escape the blind dates arranged by his grandmother. after getting an ultimatum from his grandmother  han gyul takes over a rundown old coffee shop  later renamed ""coffee prince "" to prove that he's capable  to both his grandmother and yoo joo. in order to attract female customers  he only hires good-looking male employees. eun chan  desperate for money  continues to hide her gender to get a job at the coffee prince.",food  comedy  romance  drama,"Cross-Dressing, Hidden Identity, Boss-Employee Relationship, Hardworking Female Lead, Strong Female Lead, Bromance, Eccentric Female Lead, Love Square, Gender Bender, Family Pressure",Lee Yoon Jung,"Jang Hyun Joo, Lee Jung Ah","Gong Yoo, Yoon Eun Hye, Lee Sun Kyun, Chae Jung An, Kim Chang Wan, Kim Dong Wook",,#241
Ghost,"May 30, 2012 - Aug 9, 2012",2012,SBS,"Wednesday, Thursday",20.0,1 hr. 5 min.,15+ - Teens 15 or older,8.3,kim woo hyun is the only son of a high ranking police officer. woo hyun entered the police academy ranked first and graduated from the academy ranked first. as a detective  he then joins the cyber investigation department. woo hyun then works to reveal the secrets of those that hide within the cyber world.,thriller  mystery,"Smart Male Lead, Hidden Identity, Murder, Investigation, Corruption, Police Department Setting, Detective Fiction, Detective Male Lead, Death, Suspense","Kim Hyung Shik, Park Shin Woo",Kim Eun Hee,"So Ji Sub, Lee Yun Hee, Kwak Do Won, Uhm Ki Joon, Lee Won Keun, Yoon  Ji Hye",HB Entertainment,#242
